id,date,vaccines,tests,recovered,deaths,hosp,vent,icu,population,new_confirmed,confirmed
NGA,2020-07-03,0,144833,11069,628,0,0,0,195874740,603,28056
NIC,2020-07-03,0,0,1238,83,0,0,0,6465513,0,2265
NLD,2020-07-03,0,0,0,6094,4,0,20,17231624,65,50194
NOR,2020-07-03,0,288053,8138,251,15,0,0,5311916,5,8818
NPL,2020-07-03,0,242247,6143,32,0,0,0,28087871,232,15416
NZL,2020-07-03,0,405665,1490,22,0,0,0,4841000,3,1440
OMN,2020-07-03,0,0,26169,193,0,0,0,4829483,1177,44997
PAK,2020-07-03,0,1350773,113623,4551,0,0,0,212215030,3387,225147
PAN,2020-07-03,0,135164,16945,698,0,0,0,4176873,988,36874
PER,2020-07-03,0,1740969,185852,10226,11131,1210,1210,31989256,3481,298963
PHL,2020-07-03,0,752422,11073,1280,0,0,0,106651922,1494,41719
POL,2020-07-03,0,1419434,22651,1507,1743,0,0,37974750,314,35616
PRI,2020-07-03,0,0,0,154,0,0,0,3195153,104,8043
PRT,2020-07-03,0,1260187,28424,1598,495,0,72,10283822,413,43657
PRY,2020-07-03,0,74088,1113,19,0,0,0,6956071,36,2281
PSE,2020-07-03,0,0,463,11,0,0,0,4569087,501,3726
QAT,2020-07-03,0,372005,88583,121,0,0,0,2781677,530,98921
RKS,2020-07-03,0,0,1707,55,0,0,0,1932774,114,3072
ROU,2020-07-03,0,747592,19545,1708,0,0,224,19466145,416,28459
RUS,2020-07-03,0,20752406,437155,9844,0,0,0,144478050,6623,673450
RWA,2020-07-03,0,153857,512,3,0,0,0,12301939,11,990
SAU,2020-07-03,0,1865061,140614,1802,0,0,0,33699947,4128,205826
SDN,2020-07-03,0,0,4624,604,0,0,0,41801533,0,9582
SEN,2020-07-03,0,82753,4666,125,0,0,0,15854360,108,7167
SGP,2020-07-03,0,0,39769,26,0,0,1,5638676,185,44562
SLE,2020-07-03,0,0,1042,62,0,0,0,7650154,9,1429
SLV,2020-07-03,0,167566,4268,202,0,0,0,6420744,240,7404
SMR,2020-07-03,0,0,656,42,0,0,0,33785,0,611
SOM,2020-07-03,0,0,951,90,0,0,0,15008154,17,2845
SRB,2020-07-03,0,426981,13064,298,0,0,0,6982604,325,15726
SSD,2020-07-03,0,0,333,38,0,0,0,10975920,0,1901
STP,2020-07-03,0,0,267,13,0,0,0,211028,0,545
SUR,2020-07-03,0,0,267,13,0,0,0,575991,4,465
SVK,2020-07-03,0,217550,1466,28,5,0,0,5446771,29,1644
SVN,2020-07-03,0,105652,1384,111,6,0,0,2073894,21,1569
SWE,2020-07-03,0,0,0,5513,766,0,3,10175214,364,70151
SWZ,2020-07-03,0,0,515,13,0,0,0,1136191,45,854
SYR,2020-07-03,0,0,123,10,0,0,0,16906283,10,232
TCD,2020-07-03,0,0,786,74,0,0,0,15477751,0,754
TGO,2020-07-03,0,32284,424,14,0,0,0,7889094,5,567
THA,2020-07-03,0,663675,3066,58,0,0,0,69428524,5,3071
TJK,2020-07-03,0,0,4690,52,0,0,0,9100837,53,5930
TTO,2020-07-03,0,4094,115,8,0,0,0,1389858,0,27
TUN,2020-07-03,0,0,1045,50,0,0,0,11565204,5,1072
TUR,2020-07-03,0,3535818,178278,5186,0,374,1082,82319724,1154,204419
TWN,2020-07-03,0,77298,438,7,0,0,0,23603049,2,351
TZA,2020-07-03,0,0,183,21,0,0,0,56318348,0,362
UGA,2020-07-03,0,0,849,0,0,0,0,42723139,16,940
UKR,2020-07-03,0,690953,21296,1227,0,0,0,44622516,923,48483
URY,2020-07-03,0,0,837,28,0,0,0,3449299,3,871
USA,2020-07-03,0,39888808,790404,129551,0,0,0,326687501,48355,2851990
UZB,2020-07-03,0,0,6251,29,0,0,0,32955400,312,9604
VEN,2020-07-03,0,0,2100,59,0,0,0,28870195,213,6643
VNM,2020-07-03,0,0,340,0,0,0,0,95540395,0,242
YEM,2020-07-03,0,0,536,335,0,0,0,28498687,8,1142
ZAF,2020-07-03,0,1745153,86298,2952,0,0,0,57779622,10853,187861
ZMB,2020-07-03,0,57672,1348,30,0,0,0,17351822,0,1526
ZWE,2020-07-03,0,32112,176,7,0,0,0,14439018,73,566
AFG,2020-07-04,0,0,19164,830,0,0,0,37172386,279,32931
AGO,2020-07-04,0,0,108,19,0,0,0,30809762,0,233
ALB,2020-07-04,0,24910,1637,74,0,0,0,2866376,74,2789
AND,2020-07-04,0,0,800,52,0,0,0,77006,0,742
ARE,2020-07-04,0,3794802,39857,321,0,0,0,9630959,683,51427
ARG,2020-07-04,0,499317,25930,1481,0,0,0,44494502,2439,77687
ARM,2020-07-04,0,120245,15935,477,0,0,0,2951776,706,28491
AUS,2020-07-04,0,2668036,7153,105,29,0,4,24982688,87,8324
AUT,2020-07-04,0,642679,16457,735,60,0,8,8840521,77,18147
AZE,2020-07-04,0,0,11291,241,0,0,0,9939800,523,20202
BDI,2020-07-04,0,0,118,1,0,0,0,11175378,0,87
BEL,2020-07-04,0,1325421,17091,9658,170,14,29,11433256,24,62269
BEN,2020-07-04,0,0,333,21,0,0,0,11485048,0,1268
BFA,2020-07-04,0,0,854,53,0,0,0,19751535,0,873
BGD,2020-07-04,0,835037,70721,1997,0,0,0,161356039,2738,162294
BGR,2020-07-04,0,150062,2898,241,450,0,29,7025037,63,5613
BHR,2020-07-04,0,584070,23959,96,0,0,0,1569439,510,29257
BHS,2020-07-04,0,0,89,11,0,0,0,385640,0,4
BIH,2020-07-04,0,0,2550,191,0,0,0,3323929,0,4836
BLR,2020-07-04,0,0,50669,418,0,0,0,9483499,284,63402
BMU,2020-07-04,0,0,137,9,0,0,0,63973,0,37
BOL,2020-07-04,0,83958,11272,1378,0,0,0,11353142,1226,39190
BRA,2020-07-04,0,3504141,1020024,64410,0,0,0,209469333,25193,1605589
BRN,2020-07-04,0,0,138,3,0,0,0,428962,0,37
BWA,2020-07-04,0,0,29,1,0,0,0,2254126,0,102
CAC,2020-07-04,0,0,148,0,1,0,0,623,0,1
CAF,2020-07-04,0,0,914,48,0,0,0,4666377,0,3826
CAN,2020-07-04,0,3065271,68990,8689,632,0,110,37057765,219,105421
CHE,2020-07-04,0,264844,29200,1734,0,0,0,8513227,36,32177
CHL,2020-07-04,0,1163880,257445,6192,8278,0,2077,18729160,3685,295376
CHN,2020-07-04,0,0,0,4648,0,0,0,1392730000,19,85181
CIV,2020-07-04,0,62205,4807,72,0,0,0,25069229,310,10671
CMR,2020-07-04,0,0,10100,313,0,0,0,25216237,0,12453
COD,2020-07-04,0,0,2961,182,0,0,0,84068091,32,7302
COG,2020-07-04,0,0,501,44,0,0,0,5244363,0,1440
COL,2020-07-04,0,839731,49883,4985,0,0,0,49648685,3722,117020
COM,2020-07-04,0,0,241,7,0,0,0,832322,2,205
CPV,2020-07-04,0,0,654,16,0,0,0,543767,30,1345
CRI,2020-07-04,0,36545,1721,18,0,0,0,4999441,375,4879
CUB,2020-07-04,0,183143,2227,86,0,0,0,11338138,3,2253
CYP,2020-07-04,0,162902,839,19,1,0,0,1189265,3,886
CZE,2020-07-04,0,572143,7852,351,70,0,13,10629928,75,12438
DEU,2020-07-04,0,0,187238,9270,0,0,320,82905782,142,196544
DJI,2020-07-04,0,0,4580,55,0,0,0,958920,56,4657
DNK,2020-07-04,0,1121552,11817,606,26,0,6,5793636,0,12570
DOM,2020-07-04,0,167372,18602,786,0,0,0,10627165,1241,37313
DPC,2020-07-04,0,0,651,13,0,0,0,3711,0,577
DZA,2020-07-04,0,0,11181,946,0,0,0,42228429,441,15802
ECU,2020-07-04,0,124735,28507,4769,0,0,0,17084357,423,65911
EGY,2020-07-04,0,0,20103,3280,0,0,0,98423595,1218,75144
ERI,2020-07-04,0,0,56,0,0,0,0,5750433,0,106
ESP,2020-07-04,0,0,150376,28385,0,0,0,46796540,0,265276
EST,2020-07-04,0,127166,1870,69,2,0,1,1321977,0,1878
ETH,2020-07-04,0,260582,2430,103,0,0,0,109224559,0,5741
FIN,2020-07-04,0,269269,6700,329,0,0,0,5515525,5,7098
FRA,2020-07-04,0,1992068,72092,0,7863,0,517,66977107,448,169170
GAB,2020-07-04,0,0,2555,44,0,0,0,2119275,0,5512
GBR,2020-07-04,0,6786243,0,40871,2802,221,221,66460344,556,286955
GEO,2020-07-04,0,0,825,15,0,0,0,3726549,3,848
GHA,2020-07-04,0,316798,14330,117,0,0,0,29767108,697,19953
GIN,2020-07-04,0,0,4496,34,0,0,0,12414318,40,5499
GNB,2020-07-04,0,0,676,25,0,0,0,1874309,0,1560
GNQ,2020-07-04,0,0,842,51,0,0,0,1308974,0,2857
GRC,2020-07-04,0,331703,1374,192,0,0,0,10731726,8,3329
GTM,2020-07-04,0,72394,3330,920,0,0,0,17247807,747,23122
GUM,2020-07-04,0,0,0,5,0,0,0,165768,0,168
GUY,2020-07-04,0,0,120,14,0,0,0,779004,1,169
HND,2020-07-04,0,0,2387,629,0,0,0,9587522,1022,24004
HRV,2020-07-04,0,84166,2183,113,85,0,0,4087843,57,3046
HTI,2020-07-04,0,0,1408,110,0,0,0,11123176,129,6130
HUN,2020-07-04,0,283278,2784,589,140,0,0,9775564,9,4080
IDN,2020-07-04,0,529669,28219,3089,0,0,0,267663435,1607,63632
IND,2020-07-04,0,9540132,409066,19282,0,0,0,1352617328,23942,697747
IRL,2020-07-04,0,454524,23364,1741,22,0,11,4867309,18,25398
IRN,2020-07-04,0,1769520,198949,11408,0,0,0,81800269,2560,240299
IRQ,2020-07-04,0,589377,31077,2368,0,0,0,38433600,2125,60378
ISL,2020-07-04,0,66814,1802,10,0,0,0,352721,0,1727
ISR,2020-07-04,0,1085254,17171,339,370,0,0,8882800,831,30035
ITA,2020-07-04,0,5600826,191944,34854,1011,0,71,60421760,192,241827
JAM,2020-07-04,0,25941,569,10,0,0,0,2934855,4,607
JOR,2020-07-04,0,0,902,10,0,0,0,9956011,14,1052
JPN,2020-07-04,0,490287,16955,976,1344,0,32,126529100,208,19663
KAZ,2020-07-04,0,1606422,15556,242,0,0,0,18272430,1403,48463
KEN,2020-07-04,0,185035,2236,159,0,0,0,51393010,309,7776
KGZ,2020-07-04,0,0,2714,78,0,0,0,6322800,283,7270
KHM,2020-07-04,0,0,131,0,0,0,0,16249798,0,38
KOR,2020-07-04,0,1297202,11832,283,0,0,0,51606633,46,13033
KWT,2020-07-04,0,402941,39943,365,0,0,0,4137309,638,49837
LBN,2020-07-04,0,0,1304,35,0,0,0,6848925,18,1763
LBR,2020-07-04,0,0,369,37,0,0,0,4818977,0,732
LBY,2020-07-04,0,0,258,27,0,0,0,6678567,57,941
LKA,2020-07-04,0,112876,1885,11,0,0,0,21670000,2,1974
LTU,2020-07-04,0,423680,1601,62,10,1,1,2801543,4,1662
LUX,2020-07-04,0,230612,4016,110,24,0,3,607950,46,4382
LVA,2020-07-04,0,156784,1000,30,5,0,0,1927174,1,1013
MAR,2020-07-04,0,748449,9329,232,0,0,0,36029138,393,14100
MCO,2020-07-04,0,0,95,4,0,0,0,38682,2,8
MDA,2020-07-04,0,0,10396,580,0,0,0,2706049,142,17705
MDG,2020-07-04,0,0,1078,29,0,0,0,26262368,213,2846
MDV,2020-07-04,0,55245,1976,10,0,0,0,515696,33,2360
MEX,2020-07-04,0,664199,195724,30366,0,0,0,126190788,4683,256730
MKD,2020-07-04,0,66133,2987,334,0,0,0,2082958,114,6931
MLI,2020-07-04,0,0,1516,118,0,0,0,19077690,27,2225
MLT,2020-07-04,0,0,651,9,0,0,0,484630,0,565
MMR,2020-07-04,0,81977,240,6,0,0,0,53708395,0,202
MNE,2020-07-04,0,0,315,14,0,0,0,622227,61,672
MNG,2020-07-04,0,0,185,0,0,0,0,3170208,0,85
MOZ,2020-07-04,0,32498,256,7,0,0,0,29495962,18,884
MRT,2020-07-04,0,44350,1805,129,0,0,0,4403319,52,4748
MUS,2020-07-04,0,0,330,10,0,0,0,1265303,0,241
MWI,2020-07-04,0,0,317,17,0,0,0,18143315,0,1512
MYS,2020-07-04,0,967328,8460,121,0,0,0,31528585,5,8546
"NAM",2020-07-04,0,10682,25,0,0,0,0,2448255,37,310
NER,2020-07-04,0,0,963,68,0,0,0,22442948,6,968
NGA,2020-07-04,0,148188,11462,634,0,0,0,195874740,544,28600
NIC,2020-07-04,0,0,1238,83,0,0,0,6465513,0,2265
NLD,2020-07-04,0,0,0,6100,1,0,18,17231624,72,50266
NOR,2020-07-04,0,289483,8138,251,0,0,0,5311916,4,8822
NPL,2020-07-04,0,246297,6415,34,0,0,0,28087871,293,15709
NZL,2020-07-04,0,406252,1490,22,0,0,0,4841000,1,1441
OMN,2020-07-04,0,0,26968,203,0,0,0,4829483,1072,46069
PAK,2020-07-04,0,1372825,125094,4619,0,0,0,212215030,6535,231682
PAN,2020-07-04,0,140801,17761,720,0,0,0,4176873,1166,38040
PER,2020-07-04,0,1761910,189621,10412,11273,1224,1224,31989256,3638,302601
PHL,2020-07-04,0,773290,11453,1290,0,0,0,106651922,2424,44143
POL,2020-07-04,0,1437849,23127,1512,1731,0,0,37974750,231,35847
PRI,2020-07-04,0,0,0,155,0,0,0,3195153,129,8172
PRT,2020-07-04,0,1273082,28772,1605,489,0,73,10283822,328,43985
PRY,2020-07-04,0,76077,1134,20,0,0,0,6956071,42,2323
PSE,2020-07-04,0,0,463,13,0,0,0,4569087,442,4168
QAT,2020-07-04,0,376881,90387,123,0,0,0,2781677,616,99537
RKS,2020-07-04,0,0,1824,58,0,0,0,1932774,178,3250
ROU,2020-07-04,0,759037,19854,1731,0,0,223,19466145,391,28850
RUS,2020-07-04,0,0,446127,10011,0,0,0,144478050,6719,680169
RWA,2020-07-04,0,157271,523,3,0,0,0,12301939,13,1003
SAU,2020-07-04,0,1915625,143256,1858,0,0,0,33699947,3580,209406
SDN,2020-07-04,0,0,4673,608,0,0,0,41801533,78,9660
SEN,2020-07-04,0,83712,4713,129,0,0,0,15854360,128,7295
SGP,2020-07-04,0,0,40117,26,0,0,2,5638676,136,44698
SLE,2020-07-04,0,0,1051,62,0,0,0,7650154,9,1438
SLV,2020-07-04,0,170041,4434,210,0,0,0,6420744,270,7674
SMR,2020-07-04,0,0,656,42,0,0,0,33785,0,611
SOM,2020-07-04,0,0,973,92,0,0,0,15008154,36,2881
SRB,2020-07-04,0,434415,13176,306,0,0,0,6982604,302,16028
SSD,2020-07-04,0,0,333,38,0,0,0,10975920,0,1901
STP,2020-07-04,0,0,267,13,0,0,0,211028,1,546
SUR,2020-07-04,0,0,276,14,0,0,0,575991,29,494
SVK,2020-07-04,0,218358,1466,28,5,0,0,5446771,15,1659
SVN,2020-07-04,0,106368,1384,111,6,0,0,2073894,16,1585
SWE,2020-07-04,0,0,0,5528,753,0,1,10175214,315,70466
SWZ,2020-07-04,0,0,535,13,0,0,0,1136191,34,888
SYR,2020-07-04,0,0,123,10,0,0,0,16906283,20,252
TCD,2020-07-04,0,0,787,74,0,0,0,15477751,1,755
TGO,2020-07-04,0,32775,432,15,0,0,0,7889094,4,571
THA,2020-07-04,0,666081,3066,58,0,0,0,69428524,5,3076
TJK,2020-07-04,0,0,4809,52,0,0,0,9100837,101,6031
TTO,2020-07-04,0,4147,115,8,0,0,0,1389858,3,30
TUN,2020-07-04,0,0,1046,50,0,0,0,11565204,2,1074
TUR,2020-07-04,0,3584066,179492,5206,0,378,1093,82319724,1148,205567
TZA,2020-07-04,0,0,183,21,0,0,0,56318348,0,362
UGA,2020-07-04,0,0,868,0,0,0,0,42723139,12,952
UKR,2020-07-04,0,0,21907,1243,0,0,0,44622516,840,49323
URY,2020-07-04,0,0,840,28,0,0,0,3449299,1,872
USA,2020-07-04,0,40509322,894325,129866,0,0,0,326687501,50804,2902794
UZB,2020-07-04,0,0,6425,31,0,0,0,32955400,312,9916
VEN,2020-07-04,0,0,2100,62,0,0,0,28870195,419,7062
VIR,2020-07-04,0,0,0,6,0,0,0,106977,0,0
VNM,2020-07-04,0,379701,340,0,0,0,0,95540395,0,242
YEM,2020-07-04,0,0,537,337,0,0,0,28498687,17,1159
ZAF,2020-07-04,0,1792078,91227,3026,0,0,0,57779622,8773,196634
ZMB,2020-07-04,0,59622,1348,30,0,0,0,17351822,0,1526
ZWE,2020-07-04,0,32845,181,8,0,0,0,14439018,18,584
AFG,2020-07-05,0,0,19366,868,0,0,0,37172386,113,33044
AGO,2020-07-05,0,0,108,19,0,0,0,30809762,0,233
ALB,2020-07-05,0,25302,1657,76,0,0,0,2866376,71,2860
AND,2020-07-05,0,0,800,52,0,0,0,77006,0,742
ARE,2020-07-05,0,3838994,40297,323,0,0,0,9630959,528,51955
ARG,2020-07-05,0,506441,27597,1507,0,0,0,44494502,2632,80319
ARM,2020-07-05,0,0,16140,484,0,0,0,2951776,330,28821
AUS,2020-07-05,0,2713435,7197,105,30,0,4,24982688,137,8461
AUT,2020-07-05,0,647804,16485,735,62,0,10,8840521,68,18215
AZE,2020-07-05,0,0,11742,250,0,0,0,9939800,513,20715
BDI,2020-07-05,0,0,118,1,0,0,0,11175378,0,87
BEL,2020-07-05,0,1331221,17091,9660,170,15,30,11433256,112,62381
BEN,2020-07-05,0,0,333,21,0,0,0,11485048,0,1268
BFA,2020-07-05,0,0,854,53,0,0,0,19751535,13,886
BGD,2020-07-05,0,849025,72625,2052,0,0,0,161356039,3201,165495
BGR,2020-07-05,0,153576,2915,246,463,0,29,7025037,174,5787
BHR,2020-07-05,0,602151,24649,97,0,0,0,1569439,454,29711
BHS,2020-07-05,0,0,89,11,0,0,0,385640,0,4
BIH,2020-07-05,0,0,2550,191,0,0,0,3323929,496,5332
BLR,2020-07-05,0,0,50871,423,0,0,0,9483499,250,63652
BMU,2020-07-05,0,0,137,9,0,0,0,63973,0,37
BOL,2020-07-05,0,86878,11667,1434,0,0,0,11353142,1212,40402
BRA,2020-07-05,0,3889883,1044332,64968,0,0,0,209469333,24454,1630043
BRN,2020-07-05,0,0,138,3,0,0,0,428962,0,37
BWA,2020-07-05,0,0,29,1,0,0,0,2254126,37,139
CAC,2020-07-05,0,0,148,0,1,0,0,623,0,1
CAF,2020-07-05,0,0,914,48,0,0,0,4666377,64,3890
CAN,2020-07-05,0,3104518,69239,8699,615,0,105,37057765,399,105820
CHE,2020-07-05,0,267344,29300,1734,0,0,0,8513227,106,32283
CHL,2020-07-05,0,1181884,261030,6308,8249,0,2078,18729160,3025,298401
CHN,2020-07-05,0,0,0,4648,0,0,0,1392730000,14,85195
CIV,2020-07-05,0,64424,5067,74,0,0,0,25069229,194,10865
CMR,2020-07-05,0,0,10100,313,0,0,0,25216237,0,12453
COD,2020-07-05,0,0,3184,182,0,0,0,84068091,21,7323
COG,2020-07-05,0,0,501,44,0,0,0,5244363,0,1440
COL,2020-07-05,0,860731,51202,5157,0,0,0,49648685,3170,120190
COM,2020-07-05,0,0,266,7,0,0,0,832322,0,205
CPV,2020-07-05,0,0,655,17,0,0,0,543767,12,1357
CRI,2020-07-05,0,37742,1745,19,0,0,0,4999441,245,5124
CUB,2020-07-05,0,186518,2229,86,0,0,0,11338138,8,2261
CYP,2020-07-05,0,164347,839,19,1,0,0,1189265,1,887
CZE,2020-07-05,0,573667,7864,348,73,0,13,10629928,51,12489
DEU,2020-07-05,0,6339573,187376,9274,0,0,299,82905782,324,196868
DJI,2020-07-05,0,0,4593,55,0,0,0,958920,30,4687
DNK,2020-07-05,0,1131293,11817,606,24,0,6,5793636,46,12616
DOM,2020-07-05,0,169999,18943,794,0,0,0,10627165,703,38016
DPC,2020-07-05,0,0,651,13,0,0,0,3711,0,577
DZA,2020-07-05,0,0,11492,952,0,0,0,42228429,463,16265
ECU,2020-07-05,0,125734,28722,4781,0,0,0,17084357,422,66333
EGY,2020-07-05,0,0,20726,3343,0,0,0,98423595,969,76113
ERI,2020-07-05,0,0,56,0,0,0,0,5750433,0,106
ESP,2020-07-05,0,0,150376,28385,0,0,0,46796540,1244,266520
EST,2020-07-05,0,127553,1874,69,2,0,1,1321977,1,1879
ETH,2020-07-05,0,263897,2430,103,0,0,0,109224559,0,5741
FIN,2020-07-05,0,270583,6700,329,0,0,0,5515525,4,7102
FRA,2020-07-05,0,2000897,72092,0,7863,0,521,66977107,176,169346
GAB,2020-07-05,0,0,2555,44,0,0,0,2119275,123,5635
GBR,2020-07-05,0,6879738,0,40898,2741,217,217,66460344,705,287660
GEO,2020-07-05,0,0,828,15,0,0,0,3726549,2,850
GHA,2020-07-05,0,320071,14870,122,0,0,0,29767108,992,20945
GIN,2020-07-05,0,0,4522,34,0,0,0,12414318,0,5499
GNB,2020-07-05,0,0,676,25,0,0,0,1874309,25,1585
GNQ,2020-07-05,0,0,842,51,0,0,0,1308974,0,2857
GRC,2020-07-05,0,337154,1374,192,0,0,0,10731726,43,3372
GTM,2020-07-05,0,74666,3382,947,0,0,0,17247807,724,23846
GUM,2020-07-05,0,0,0,5,0,0,0,165768,21,189
GUY,2020-07-05,0,0,120,15,0,0,0,779004,0,169
HND,2020-07-05,0,0,2490,639,0,0,0,9587522,722,24726
HRV,2020-07-05,0,85410,2196,113,93,0,0,4087843,69,3115
HTI,2020-07-05,0,0,1549,110,0,0,0,11123176,64,6194
HUN,2020-07-05,0,285360,2811,589,144,0,0,9775564,6,4086
IDN,2020-07-05,0,0,29105,3171,0,0,0,267663435,1209,64841
IND,2020-07-05,0,9789066,424895,19703,0,0,0,1352617328,22500,720247
IRL,2020-07-05,0,461524,23364,1741,20,0,10,4867309,4,25402
IRN,2020-07-05,0,1794727,201330,11571,0,0,0,81800269,2613,242912
IRQ,2020-07-05,0,601088,33017,2473,0,0,0,38433600,1796,62174
ISL,2020-07-05,0,66837,1800,10,0,0,0,352721,2,1729
ISR,2020-07-05,0,1106366,17341,341,427,0,0,8882800,1134,31169
ITA,2020-07-05,0,5638288,192108,34861,1019,0,74,60421760,208,242035
JAM,2020-07-05,0,26470,584,10,0,0,0,2934855,5,612
JOR,2020-07-05,0,0,942,10,0,0,0,9956011,3,1055
JPN,2020-07-05,0,495164,17025,976,1514,0,33,126529100,176,19839
KAZ,2020-07-05,0,0,15860,260,0,0,0,18272430,1109,49572
KEN,2020-07-05,0,189263,2287,160,0,0,0,51393010,181,7957
KGZ,2020-07-05,0,0,2802,88,0,0,0,6322800,764,8034
KHM,2020-07-05,0,0,131,0,0,0,0,16249798,0,38
KOR,2020-07-05,0,0,11848,284,0,0,0,51606633,44,13077
KWT,2020-07-05,0,405984,40463,368,0,0,0,4137309,703,50540
LBN,2020-07-05,0,0,1311,36,0,0,0,6848925,12,1775
LBR,2020-07-05,0,0,377,37,0,0,0,4818977,41,773
LBY,2020-07-05,0,0,261,32,0,0,0,6678567,71,1012
LKA,2020-07-05,0,113475,1903,11,0,0,0,21670000,1,1975
LTU,2020-07-05,0,424611,1602,62,10,1,1,2801543,8,1670
LUX,2020-07-05,0,231616,4016,110,20,0,3,607950,20,4402
LVA,2020-07-05,0,157826,1000,30,5,0,0,1927174,3,1016
MAR,2020-07-05,0,765580,9725,235,0,0,0,36029138,164,14264
MCO,2020-07-05,0,0,95,4,0,0,0,38682,0,8
MDA,2020-07-05,0,0,10718,585,0,0,0,2706049,92,17797
MDG,2020-07-05,0,0,1108,32,0,0,0,26262368,309,3155
MDV,2020-07-05,0,56138,2049,11,0,0,0,515696,23,2383
MEX,2020-07-05,0,669506,199914,30639,0,0,0,126190788,4902,261632
MKD,2020-07-05,0,67165,3027,341,0,0,0,2082958,78,7009
MLI,2020-07-05,0,0,1527,119,0,0,0,19077690,1,2226
MLT,2020-07-05,0,0,652,9,0,0,0,484630,0,565
MMR,2020-07-05,0,83539,241,6,0,0,0,53708395,3,205
MNE,2020-07-05,0,0,315,14,0,0,0,622227,60,732
MNG,2020-07-05,0,0,188,0,0,0,0,3170208,5,90
MOZ,2020-07-05,0,33125,256,8,0,0,0,29495962,25,909
MRT,2020-07-05,0,44713,1844,130,0,0,0,4403319,69,4817
MUS,2020-07-05,0,0,330,10,0,0,0,1265303,1,242
MWI,2020-07-05,0,17406,317,17,0,0,0,18143315,129,1641
MYS,2020-07-05,0,971975,8464,121,0,0,0,31528585,5,8551
"NAM",2020-07-05,0,0,25,0,0,0,0,2448255,73,383
NER,2020-07-05,0,0,965,68,0,0,0,22442948,5,973
NGA,2020-07-05,0,151121,11665,645,0,0,0,195874740,575,29175
NIC,2020-07-05,0,0,1238,83,0,0,0,6465513,0,2265
NLD,2020-07-05,0,685145,0,6101,0,0,18,17231624,41,50307
NOR,2020-07-05,0,290682,8138,251,0,0,0,5311916,6,8828
NPL,2020-07-05,0,251007,6547,34,0,0,0,28087871,180,15889
NZL,2020-07-05,0,408863,1490,22,0,0,0,4841000,2,1443
OMN,2020-07-05,0,0,27917,213,0,0,0,4829483,1557,47626
PAK,2020-07-05,0,1398352,131649,4762,0,0,0,212215030,2691,234373
PAN,2020-07-05,0,141967,17986,747,0,0,0,4176873,1185,39225
PER,2020-07-05,0,1782846,193957,10589,11302,1227,1227,31989256,2985,305586
PHL,2020-07-05,0,788745,11942,1297,0,0,0,106651922,2079,46222
POL,2020-07-05,0,1452787,23746,1517,1765,0,0,37974750,205,36052
PRI,2020-07-05,0,0,0,155,0,0,0,3195153,669,8841
PRT,2020-07-05,0,1280126,29017,1614,504,0,73,10283822,232,44217
PRY,2020-07-05,0,77879,1166,20,0,0,0,6956071,29,2352
PSE,2020-07-05,0,0,491,16,0,0,0,4569087,64,4232
QAT,2020-07-05,0,381434,92284,128,0,0,0,2781677,546,100083
RKS,2020-07-05,0,0,1874,66,0,0,0,1932774,152,3402
ROU,2020-07-05,0,0,20026,1750,0,0,215,19466145,250,29100
RUS,2020-07-05,0,21335394,449995,10145,0,0,0,144478050,6569,686738
RWA,2020-07-05,0,160550,567,3,0,0,0,12301939,8,1011
SAU,2020-07-05,0,1975689,145236,1916,0,0,0,33699947,4207,213613
SDN,2020-07-05,0,0,4673,608,0,0,0,41801533,0,9660
SEN,2020-07-05,0,84468,4870,133,0,0,0,15854360,78,7373
SGP,2020-07-05,0,0,40441,26,0,0,2,5638676,183,44881
SLE,2020-07-05,0,0,1062,62,0,0,0,7650154,5,1443
SLV,2020-07-05,0,172477,4573,217,0,0,0,6420744,250,7924
SMR,2020-07-05,0,0,656,42,0,0,0,33785,0,611
SOM,2020-07-05,0,0,1014,92,0,0,0,15008154,9,2890
SRB,2020-07-05,0,439445,13267,311,0,0,0,6982604,289,16317
SSD,2020-07-05,0,0,333,38,0,0,0,10975920,0,1901
STP,2020-07-05,0,0,268,13,0,0,0,211028,1,547
SUR,2020-07-05,0,0,292,14,0,0,0,575991,20,514
SVK,2020-07-05,0,218408,1466,28,6,0,0,5446771,1,1660
SVN,2020-07-05,0,106898,1384,111,11,0,0,2073894,23,1608
SWE,2020-07-05,0,0,0,5537,748,0,5,10175214,251,70717
SWZ,2020-07-05,0,0,547,13,0,0,0,1136191,23,911
SYR,2020-07-05,0,0,126,13,0,0,0,16906283,14,266
TCD,2020-07-05,0,0,787,74,0,0,0,15477751,0,755
TGO,2020-07-05,0,32916,447,15,0,0,0,7889094,0,571
THA,2020-07-05,0,668610,3071,58,0,0,0,69428524,5,3081
TJK,2020-07-05,0,0,4858,52,0,0,0,9100837,54,6085
TTO,2020-07-05,0,4171,115,8,0,0,0,1389858,0,30
TUN,2020-07-05,0,0,1048,50,0,0,0,11565204,11,1085
TUR,2020-07-05,0,3630480,180680,5225,0,392,1127,82319724,1086,206653
TZA,2020-07-05,0,0,183,21,0,0,0,56318348,0,362
UGA,2020-07-05,0,210446,891,0,0,0,0,42723139,14,966
UKR,2020-07-05,0,715770,22131,1265,0,0,0,44622516,585,49908
URY,2020-07-05,0,0,849,28,0,0,0,3449299,4,876
USA,2020-07-05,0,41036199,906763,130192,0,0,0,326687501,42734,2945528
